datetime,date,time,month,week,category,amount,description,type
2024-08-22 23:58:51,2024-08-22,23:58:51,August 2024,Week 34,Dining Out,184.71,Dining Out expense,want
2024-08-23 21:10:48,2024-08-23,21:10:48,August 2024,Week 34,Groceries,357.11,Groceries expense,need
2024-08-24 07:35:46,2024-08-24,07:35:46,August 2024,Week 34,Transport,417.35,Transport expense,need
2024-08-25 13:25:26,2024-08-25,13:25:26,August 2024,Week 34,Subscriptions,30.36,Subscriptions expense,want
2024-08-25 15:32:29,2024-08-25,15:32:29,August 2024,Week 34,Entertainment,110.86,Entertainment expense,want
2024-08-26 09:43:36,2024-08-26,09:43:36,August 2024,Week 35,Healthcare,33.71,Healthcare expense,need
2024-08-26 15:18:01,2024-08-26,15:18:01,August 2024,Week 35,Utilities,89.06,Utilities expense,need
2024-08-26 20:25:34,2024-08-26,20:25:34,August 2024,Week 35,Food Delivery,69.59,Food Delivery expense,want
2024-08-28 03:05:41,2024-08-28,03:05:41,August 2024,Week 35,Shopping,103.98,Shopping expense,want
2024-08-28 09:03:08,2024-08-28,09:03:08,August 2024,Week 35,Food Delivery,70.94,Food Delivery expense,want
2024-08-28 16:34:19,2024-08-28,16:34:19,August 2024,Week 35,Subscriptions,48.14,Subscriptions expense,want
2024-08-29 02:30:09,2024-08-29,02:30:09,August 2024,Week 35,Utilities,192.92,Utilities expense,need
2024-08-29 02:55:03,2024-08-29,02:55:03,August 2024,Week 35,Utilities,109.21,Utilities expense,need
2024-08-29 11:15:18,2024-08-29,11:15:18,August 2024,Week 35,Subscriptions,28.73,Subscriptions expense,want
2024-08-29 13:04:36,2024-08-29,13:04:36,August 2024,Week 35,Entertainment,66.89,Entertainment expense,want
2024-08-29 21:54:06,2024-08-29,21:54:06,August 2024,Week 35,Utilities,156.17,Utilities expense,need
2024-08-29 22:07:17,2024-08-29,22:07:17,August 2024,Week 35,Utilities,223.85,Utilities expense,need
2024-08-30 03:03:31,2024-08-30,03:03:31,August 2024,Week 35,Dining Out,14.71,Dining Out expense,want
2024-08-30 05:15:07,2024-08-30,05:15:07,August 2024,Week 35,Rent,1177.16,Rent expense,need
2024-08-30 16:56:26,2024-08-30,16:56:26,August 2024,Week 35,Rent,882.13,Rent expense,need
2024-08-30 19:34:50,2024-08-30,19:34:50,August 2024,Week 35,Transport,292.34,Transport expense,need
2024-08-30 20:57:17,2024-08-30,20:57:17,August 2024,Week 35,Food Delivery,96.92,Food Delivery expense,want
2024-08-31 03:21:47,2024-08-31,03:21:47,August 2024,Week 35,Entertainment,57.23,Entertainment expense,want
2024-09-02 04:06:31,2024-09-02,04:06:31,September 2024,Week 36,Shopping,479.64,Shopping expense,want
2024-09-02 21:11:11,2024-09-02,21:11:11,September 2024,Week 36,Travel,108.77,Travel expense,want
2024-09-03 01:14:45,2024-09-03,01:14:45,September 2024,Week 36,Shopping,112.89,Shopping expense,want
2024-09-03 14:47:25,2024-09-03,14:47:25,September 2024,Week 36,Shopping,128.97,Shopping expense,want
2024-09-03 16:02:32,2024-09-03,16:02:32,September 2024,Week 36,Travel,479.81,Travel expense,want
2024-09-04 03:57:41,2024-09-04,03:57:41,September 2024,Week 36,Groceries,201.67,Groceries expense,need
2024-09-04 06:16:54,2024-09-04,06:16:54,September 2024,Week 36,Shopping,42.55,Shopping expense,want
2024-09-04 06:17:27,2024-09-04,06:17:27,September 2024,Week 36,Subscriptions,25.59,Subscriptions expense,want
2024-09-04 09:06:26,2024-09-04,09:06:26,September 2024,Week 36,Entertainment,211.85,Entertainment expense,want
2024-09-04 10:14:33,2024-09-04,10:14:33,September 2024,Week 36,Healthcare,149.07,Healthcare expense,need
2024-09-04 12:12:45,2024-09-04,12:12:45,September 2024,Week 36,Dining Out,154.63,Dining Out expense,want
2024-09-05 04:14:34,2024-09-05,04:14:34,September 2024,Week 36,Shopping,154.36,Shopping expense,want
2024-09-06 23:21:25,2024-09-06,23:21:25,September 2024,Week 36,Travel,103.6,Travel expense,want
2024-09-07 09:20:57,2024-09-07,09:20:57,September 2024,Week 36,Food Delivery,13.93,Food Delivery expense,want
2024-09-08 04:01:04,2024-09-08,04:01:04,September 2024,Week 36,Healthcare,236.8,Healthcare expense,need
2024-09-08 13:06:11,2024-09-08,13:06:11,September 2024,Week 36,Groceries,270.25,Groceries expense,need
2024-09-08 16:46:00,2024-09-08,16:46:00,September 2024,Week 36,Groceries,367.09,Groceries expense,need
2024-09-09 00:10:21,2024-09-09,00:10:21,September 2024,Week 37,Transport,356.99,Transport expense,need
2024-09-09 14:44:34,2024-09-09,14:44:34,September 2024,Week 37,Shopping,231.44,Shopping expense,want
2024-09-09 22:30:43,2024-09-09,22:30:43,September 2024,Week 37,Healthcare,226.27,Healthcare expense,need
2024-09-10 05:19:37,2024-09-10,05:19:37,September 2024,Week 37,Dining Out,26.52,Dining Out expense,want
2024-09-10 07:41:13,2024-09-10,07:41:13,September 2024,Week 37,Shopping,478.24,Shopping expense,want
2024-09-10 14:17:43,2024-09-10,14:17:43,September 2024,Week 37,Transport,63.25,Transport expense,need
2024-09-11 02:18:34,2024-09-11,02:18:34,September 2024,Week 37,Travel,232.62,Travel expense,want
2024-09-11 04:52:13,2024-09-11,04:52:13,September 2024,Week 37,Groceries,199.24,Groceries expense,need
2024-09-11 19:40:02,2024-09-11,19:40:02,September 2024,Week 37,Entertainment,126.83,Entertainment expense,want
2024-09-11 19:59:44,2024-09-11,19:59:44,September 2024,Week 37,Subscriptions,34.33,Subscriptions expense,want
2024-09-11 21:39:26,2024-09-11,21:39:26,September 2024,Week 37,Utilities,297.9,Utilities expense,need
2024-09-12 15:21:25,2024-09-12,15:21:25,September 2024,Week 37,Dining Out,71.04,Dining Out expense,want
2024-09-12 19:32:17,2024-09-12,19:32:17,September 2024,Week 37,Transport,388.81,Transport expense,need
2024-09-13 04:02:58,2024-09-13,04:02:58,September 2024,Week 37,Healthcare,287.94,Healthcare expense,need
2024-09-13 23:29:50,2024-09-13,23:29:50,September 2024,Week 37,Shopping,116.68,Shopping expense,want
2024-09-14 11:08:21,2024-09-14,11:08:21,September 2024,Week 37,Groceries,420.36,Groceries expense,need
2024-09-14 20:26:05,2024-09-14,20:26:05,September 2024,Week 37,Dining Out,107.37,Dining Out expense,want
2024-09-14 22:31:30,2024-09-14,22:31:30,September 2024,Week 37,Rent,985.49,Rent expense,need
2024-09-16 18:09:28,2024-09-16,18:09:28,September 2024,Week 38,Entertainment,276.93,Entertainment expense,want
2024-09-17 07:19:44,2024-09-17,07:19:44,September 2024,Week 38,Food Delivery,88.68,Food Delivery expense,want
2024-09-18 02:43:45,2024-09-18,02:43:45,September 2024,Week 38,Entertainment,132.98,Entertainment expense,want
2024-09-19 02:33:49,2024-09-19,02:33:49,September 2024,Week 38,Shopping,293.46,Shopping expense,want
2024-09-19 03:26:48,2024-09-19,03:26:48,September 2024,Week 38,Food Delivery,83.77,Food Delivery expense,want
2024-09-19 09:48:00,2024-09-19,09:48:00,September 2024,Week 38,Groceries,173.24,Groceries expense,need
2024-09-21 04:53:21,2024-09-21,04:53:21,September 2024,Week 38,Transport,328.16,Transport expense,need
2024-09-21 09:09:16,2024-09-21,09:09:16,September 2024,Week 38,Travel,571.29,Travel expense,want
2024-09-22 01:47:12,2024-09-22,01:47:12,September 2024,Week 38,Subscriptions,42.7,Subscriptions expense,want
2024-09-22 07:50:29,2024-09-22,07:50:29,September 2024,Week 38,Food Delivery,34.27,Food Delivery expense,want
2024-09-23 04:26:59,2024-09-23,04:26:59,September 2024,Week 39,Subscriptions,18.15,Subscriptions expense,want
2024-09-23 07:35:52,2024-09-23,07:35:52,September 2024,Week 39,Groceries,202.68,Groceries expense,need
2024-09-23 11:03:57,2024-09-23,11:03:57,September 2024,Week 39,Food Delivery,88.69,Food Delivery expense,want
2024-09-24 00:44:09,2024-09-24,00:44:09,September 2024,Week 39,Shopping,137.49,Shopping expense,want
2024-09-24 00:54:52,2024-09-24,00:54:52,September 2024,Week 39,Subscriptions,24.9,Subscriptions expense,want
2024-09-24 03:51:02,2024-09-24,03:51:02,September 2024,Week 39,Entertainment,251.18,Entertainment expense,want
2024-09-24 06:14:48,2024-09-24,06:14:48,September 2024,Week 39,Rent,1382.28,Rent expense,need
2024-09-24 06:34:52,2024-09-24,06:34:52,September 2024,Week 39,Food Delivery,65.91,Food Delivery expense,want
2024-09-24 17:02:06,2024-09-24,17:02:06,September 2024,Week 39,Utilities,97.71,Utilities expense,need
2024-09-25 10:07:47,2024-09-25,10:07:47,September 2024,Week 39,Shopping,233.18,Shopping expense,want
2024-09-25 12:21:42,2024-09-25,12:21:42,September 2024,Week 39,Groceries,496.31,Groceries expense,need
2024-09-25 23:17:46,2024-09-25,23:17:46,September 2024,Week 39,Dining Out,136.81,Dining Out expense,want
2024-09-26 10:48:18,2024-09-26,10:48:18,September 2024,Week 39,Groceries,135.13,Groceries expense,need
2024-09-27 01:55:55,2024-09-27,01:55:55,September 2024,Week 39,Food Delivery,22.65,Food Delivery expense,want
2024-09-27 13:53:11,2024-09-27,13:53:11,September 2024,Week 39,Healthcare,297.47,Healthcare expense,need
2024-09-28 16:01:53,2024-09-28,16:01:53,September 2024,Week 39,Travel,546.25,Travel expense,want
2024-09-28 21:29:04,2024-09-28,21:29:04,September 2024,Week 39,Entertainment,35.46,Entertainment expense,want
2024-09-29 03:14:30,2024-09-29,03:14:30,September 2024,Week 39,Dining Out,168.32,Dining Out expense,want
2024-09-29 11:12:57,2024-09-29,11:12:57,September 2024,Week 39,Healthcare,239.32,Healthcare expense,need
2024-09-30 03:51:22,2024-09-30,03:51:22,September 2024,Week 40,Food Delivery,27.43,Food Delivery expense,want
2024-09-30 06:56:04,2024-09-30,06:56:04,September 2024,Week 40,Transport,222.66,Transport expense,need
2024-09-30 16:41:15,2024-09-30,16:41:15,September 2024,Week 40,Utilities,205.03,Utilities expense,need
2024-09-30 18:00:34,2024-09-30,18:00:34,September 2024,Week 40,Shopping,460.69,Shopping expense,want
2024-10-01 16:42:46,2024-10-01,16:42:46,October 2024,Week 40,Subscriptions,38.47,Subscriptions expense,want
2024-10-01 20:31:59,2024-10-01,20:31:59,October 2024,Week 40,Shopping,480.67,Shopping expense,want
2024-10-02 06:26:02,2024-10-02,06:26:02,October 2024,Week 40,Travel,837.14,Travel expense,want
2024-10-02 07:33:18,2024-10-02,07:33:18,October 2024,Week 40,Utilities,58.32,Utilities expense,need
2024-10-02 17:31:50,2024-10-02,17:31:50,October 2024,Week 40,Food Delivery,69.0,Food Delivery expense,want
2024-10-03 10:23:34,2024-10-03,10:23:34,October 2024,Week 40,Transport,180.3,Transport expense,need
2024-10-03 12:34:33,2024-10-03,12:34:33,October 2024,Week 40,Dining Out,37.48,Dining Out expense,want
2024-10-03 20:27:02,2024-10-03,20:27:02,October 2024,Week 40,Subscriptions,41.39,Subscriptions expense,want
2024-10-04 10:23:22,2024-10-04,10:23:22,October 2024,Week 40,Utilities,272.15,Utilities expense,need
2024-10-04 13:07:11,2024-10-04,13:07:11,October 2024,Week 40,Entertainment,254.99,Entertainment expense,want
2024-10-04 16:59:51,2024-10-04,16:59:51,October 2024,Week 40,Shopping,325.21,Shopping expense,want
2024-10-05 01:44:17,2024-10-05,01:44:17,October 2024,Week 40,Healthcare,100.66,Healthcare expense,need
2024-10-05 10:48:25,2024-10-05,10:48:25,October 2024,Week 40,Shopping,429.28,Shopping expense,want
2024-10-05 10:57:31,2024-10-05,10:57:31,October 2024,Week 40,Utilities,175.62,Utilities expense,need
2024-10-08 03:16:51,2024-10-08,03:16:51,October 2024,Week 41,Travel,176.06,Travel expense,want
2024-10-08 15:08:29,2024-10-08,15:08:29,October 2024,Week 41,Utilities,178.2,Utilities expense,need
2024-10-09 04:23:41,2024-10-09,04:23:41,October 2024,Week 41,Dining Out,126.46,Dining Out expense,want
2024-10-09 06:53:32,2024-10-09,06:53:32,October 2024,Week 41,Healthcare,52.54,Healthcare expense,need
2024-10-10 21:31:47,2024-10-10,21:31:47,October 2024,Week 41,Entertainment,123.42,Entertainment expense,want
2024-10-10 22:16:12,2024-10-10,22:16:12,October 2024,Week 41,Entertainment,191.45,Entertainment expense,want
2024-10-11 04:53:18,2024-10-11,04:53:18,October 2024,Week 41,Transport,222.07,Transport expense,need
2024-10-11 08:38:43,2024-10-11,08:38:43,October 2024,Week 41,Subscriptions,38.32,Subscriptions expense,want
2024-10-12 20:46:30,2024-10-12,20:46:30,October 2024,Week 41,Food Delivery,87.88,Food Delivery expense,want
2024-10-13 16:14:11,2024-10-13,16:14:11,October 2024,Week 41,Entertainment,245.91,Entertainment expense,want
2024-10-14 09:16:32,2024-10-14,09:16:32,October 2024,Week 42,Healthcare,232.71,Healthcare expense,need
2024-10-14 15:07:40,2024-10-14,15:07:40,October 2024,Week 42,Utilities,84.01,Utilities expense,need
2024-10-14 19:42:23,2024-10-14,19:42:23,October 2024,Week 42,Transport,438.1,Transport expense,need
2024-10-15 00:41:11,2024-10-15,00:41:11,October 2024,Week 42,Subscriptions,7.07,Subscriptions expense,want
2024-10-15 01:18:44,2024-10-15,01:18:44,October 2024,Week 42,Rent,1925.44,Rent expense,need
2024-10-15 05:25:01,2024-10-15,05:25:01,October 2024,Week 42,Subscriptions,27.73,Subscriptions expense,want
2024-10-15 15:58:28,2024-10-15,15:58:28,October 2024,Week 42,Entertainment,143.22,Entertainment expense,want
2024-10-15 19:39:40,2024-10-15,19:39:40,October 2024,Week 42,Healthcare,210.0,Healthcare expense,need
2024-10-16 13:37:45,2024-10-16,13:37:45,October 2024,Week 42,Dining Out,48.65,Dining Out expense,want
2024-10-16 14:46:57,2024-10-16,14:46:57,October 2024,Week 42,Subscriptions,40.09,Subscriptions expense,want
2024-10-16 19:48:08,2024-10-16,19:48:08,October 2024,Week 42,Subscriptions,23.19,Subscriptions expense,want
2024-10-17 13:48:47,2024-10-17,13:48:47,October 2024,Week 42,Dining Out,58.88,Dining Out expense,want
2024-10-17 16:48:44,2024-10-17,16:48:44,October 2024,Week 42,Dining Out,55.25,Dining Out expense,want
2024-10-18 17:53:54,2024-10-18,17:53:54,October 2024,Week 42,Utilities,116.56,Utilities expense,need
2024-10-19 01:18:09,2024-10-19,01:18:09,October 2024,Week 42,Transport,301.0,Transport expense,need
2024-10-19 04:05:03,2024-10-19,04:05:03,October 2024,Week 42,Entertainment,74.09,Entertainment expense,want
2024-10-19 05:08:36,2024-10-19,05:08:36,October 2024,Week 42,Shopping,197.19,Shopping expense,want
2024-10-19 07:21:09,2024-10-19,07:21:09,October 2024,Week 42,Transport,441.96,Transport expense,need
2024-10-19 22:13:44,2024-10-19,22:13:44,October 2024,Week 42,Travel,286.09,Travel expense,want
2024-10-19 23:19:39,2024-10-19,23:19:39,October 2024,Week 42,Healthcare,33.41,Healthcare expense,need
2024-10-20 04:01:29,2024-10-20,04:01:29,October 2024,Week 42,Shopping,418.69,Shopping expense,want
2024-10-21 02:57:31,2024-10-21,02:57:31,October 2024,Week 43,Groceries,302.54,Groceries expense,need
2024-10-21 08:14:33,2024-10-21,08:14:33,October 2024,Week 43,Travel,169.11,Travel expense,want
2024-10-21 11:27:25,2024-10-21,11:27:25,October 2024,Week 43,Dining Out,181.31,Dining Out expense,want
2024-10-22 17:46:26,2024-10-22,17:46:26,October 2024,Week 43,Subscriptions,28.91,Subscriptions expense,want
2024-10-22 21:11:15,2024-10-22,21:11:15,October 2024,Week 43,Food Delivery,74.0,Food Delivery expense,want
2024-10-23 04:56:43,2024-10-23,04:56:43,October 2024,Week 43,Utilities,191.71,Utilities expense,need
2024-10-23 08:58:42,2024-10-23,08:58:42,October 2024,Week 43,Entertainment,169.16,Entertainment expense,want
2024-10-23 10:57:02,2024-10-23,10:57:02,October 2024,Week 43,Transport,227.08,Transport expense,need
2024-10-23 21:48:44,2024-10-23,21:48:44,October 2024,Week 43,Groceries,159.87,Groceries expense,need
2024-10-24 00:12:00,2024-10-24,00:12:00,October 2024,Week 43,Entertainment,242.17,Entertainment expense,want
2024-10-24 05:04:47,2024-10-24,05:04:47,October 2024,Week 43,Entertainment,115.35,Entertainment expense,want
2024-10-24 09:56:20,2024-10-24,09:56:20,October 2024,Week 43,Entertainment,175.32,Entertainment expense,want
2024-10-24 12:36:12,2024-10-24,12:36:12,October 2024,Week 43,Groceries,190.01,Groceries expense,need
2024-10-25 00:56:10,2024-10-25,00:56:10,October 2024,Week 43,Groceries,463.82,Groceries expense,need
2024-10-25 17:46:28,2024-10-25,17:46:28,October 2024,Week 43,Transport,334.58,Transport expense,need
2024-10-26 03:25:34,2024-10-26,03:25:34,October 2024,Week 43,Transport,197.36,Transport expense,need
2024-10-26 07:11:10,2024-10-26,07:11:10,October 2024,Week 43,Shopping,146.66,Shopping expense,want
2024-10-26 20:04:11,2024-10-26,20:04:11,October 2024,Week 43,Travel,64.82,Travel expense,want
2024-10-27 01:48:36,2024-10-27,01:48:36,October 2024,Week 43,Rent,661.17,Rent expense,need
2024-10-27 21:00:07,2024-10-27,21:00:07,October 2024,Week 43,Healthcare,296.0,Healthcare expense,need
2024-10-27 21:55:39,2024-10-27,21:55:39,October 2024,Week 43,Dining Out,62.07,Dining Out expense,want
2024-10-28 15:04:25,2024-10-28,15:04:25,October 2024,Week 44,Healthcare,33.26,Healthcare expense,need
2024-10-28 19:10:45,2024-10-28,19:10:45,October 2024,Week 44,Food Delivery,67.95,Food Delivery expense,want
2024-10-29 15:25:26,2024-10-29,15:25:26,October 2024,Week 44,Subscriptions,18.13,Subscriptions expense,want
2024-10-30 05:33:29,2024-10-30,05:33:29,October 2024,Week 44,Healthcare,145.92,Healthcare expense,need
2024-10-30 15:04:23,2024-10-30,15:04:23,October 2024,Week 44,Healthcare,217.41,Healthcare expense,need
2024-10-30 20:58:20,2024-10-30,20:58:20,October 2024,Week 44,Shopping,379.45,Shopping expense,want
2024-10-31 02:36:51,2024-10-31,02:36:51,October 2024,Week 44,Dining Out,82.81,Dining Out expense,want
2024-10-31 07:26:52,2024-10-31,07:26:52,October 2024,Week 44,Dining Out,114.64,Dining Out expense,want
2024-10-31 08:37:50,2024-10-31,08:37:50,October 2024,Week 44,Shopping,283.64,Shopping expense,want
2024-10-31 11:20:43,2024-10-31,11:20:43,October 2024,Week 44,Food Delivery,88.26,Food Delivery expense,want
2024-10-31 12:49:09,2024-10-31,12:49:09,October 2024,Week 44,Dining Out,25.73,Dining Out expense,want
2024-11-03 03:51:46,2024-11-03,03:51:46,November 2024,Week 44,Healthcare,75.15,Healthcare expense,need
2024-11-03 23:04:19,2024-11-03,23:04:19,November 2024,Week 44,Utilities,57.23,Utilities expense,need
2024-11-04 05:01:15,2024-11-04,05:01:15,November 2024,Week 45,Utilities,239.16,Utilities expense,need
2024-11-04 15:40:20,2024-11-04,15:40:20,November 2024,Week 45,Travel,470.36,Travel expense,want
2024-11-05 11:14:02,2024-11-05,11:14:02,November 2024,Week 45,Transport,274.53,Transport expense,need
2024-11-05 17:46:26,2024-11-05,17:46:26,November 2024,Week 45,Subscriptions,49.45,Subscriptions expense,want
2024-11-06 14:06:18,2024-11-06,14:06:18,November 2024,Week 45,Groceries,331.76,Groceries expense,need
2024-11-07 16:07:42,2024-11-07,16:07:42,November 2024,Week 45,Travel,742.51,Travel expense,want
2024-11-08 00:22:06,2024-11-08,00:22:06,November 2024,Week 45,Food Delivery,57.84,Food Delivery expense,want
2024-11-08 15:22:06,2024-11-08,15:22:06,November 2024,Week 45,Entertainment,128.4,Entertainment expense,want
2024-11-09 15:55:19,2024-11-09,15:55:19,November 2024,Week 45,Healthcare,275.5,Healthcare expense,need
2024-11-09 17:22:30,2024-11-09,17:22:30,November 2024,Week 45,Dining Out,155.86,Dining Out expense,want
2024-11-09 22:26:00,2024-11-09,22:26:00,November 2024,Week 45,Rent,1389.91,Rent expense,need
2024-11-10 00:59:18,2024-11-10,00:59:18,November 2024,Week 45,Travel,158.1,Travel expense,want
2024-11-10 02:00:34,2024-11-10,02:00:34,November 2024,Week 45,Subscriptions,40.8,Subscriptions expense,want
2024-11-10 16:52:26,2024-11-10,16:52:26,November 2024,Week 45,Shopping,31.12,Shopping expense,want
2024-11-10 17:04:09,2024-11-10,17:04:09,November 2024,Week 45,Entertainment,116.18,Entertainment expense,want
2024-11-10 22:28:26,2024-11-10,22:28:26,November 2024,Week 45,Travel,366.94,Travel expense,want
2024-11-12 20:09:24,2024-11-12,20:09:24,November 2024,Week 46,Travel,285.27,Travel expense,want
2024-11-12 21:40:43,2024-11-12,21:40:43,November 2024,Week 46,Shopping,468.41,Shopping expense,want
2024-11-13 07:05:09,2024-11-13,07:05:09,November 2024,Week 46,Rent,863.97,Rent expense,need
2024-11-14 05:10:11,2024-11-14,05:10:11,November 2024,Week 46,Entertainment,200.69,Entertainment expense,want
2024-11-14 08:19:52,2024-11-14,08:19:52,November 2024,Week 46,Entertainment,191.1,Entertainment expense,want
2024-11-14 08:26:19,2024-11-14,08:26:19,November 2024,Week 46,Entertainment,206.35,Entertainment expense,want
2024-11-15 00:48:52,2024-11-15,00:48:52,November 2024,Week 46,Shopping,350.88,Shopping expense,want
2024-11-15 01:22:45,2024-11-15,01:22:45,November 2024,Week 46,Groceries,267.47,Groceries expense,need
2024-11-15 09:29:28,2024-11-15,09:29:28,November 2024,Week 46,Rent,1364.22,Rent expense,need
2024-11-15 12:10:25,2024-11-15,12:10:25,November 2024,Week 46,Healthcare,274.46,Healthcare expense,need
2024-11-15 12:42:30,2024-11-15,12:42:30,November 2024,Week 46,Food Delivery,95.43,Food Delivery expense,want
2024-11-16 12:11:16,2024-11-16,12:11:16,November 2024,Week 46,Utilities,241.05,Utilities expense,need
2024-11-18 10:30:52,2024-11-18,10:30:52,November 2024,Week 47,Healthcare,297.7,Healthcare expense,need
2024-11-18 13:30:15,2024-11-18,13:30:15,November 2024,Week 47,Groceries,248.16,Groceries expense,need
2024-11-19 07:25:18,2024-11-19,07:25:18,November 2024,Week 47,Food Delivery,43.23,Food Delivery expense,want
2024-11-19 14:50:52,2024-11-19,14:50:52,November 2024,Week 47,Dining Out,106.3,Dining Out expense,want
2024-11-19 23:25:10,2024-11-19,23:25:10,November 2024,Week 47,Subscriptions,6.72,Subscriptions expense,want
2024-11-20 04:31:51,2024-11-20,04:31:51,November 2024,Week 47,Healthcare,34.82,Healthcare expense,need
2024-11-20 07:53:25,2024-11-20,07:53:25,November 2024,Week 47,Subscriptions,48.26,Subscriptions expense,want
2024-11-20 12:10:19,2024-11-20,12:10:19,November 2024,Week 47,Utilities,299.48,Utilities expense,need
2024-11-21 04:05:31,2024-11-21,04:05:31,November 2024,Week 47,Rent,836.24,Rent expense,need
2024-11-23 04:03:20,2024-11-23,04:03:20,November 2024,Week 47,Entertainment,266.08,Entertainment expense,want
2024-11-23 12:39:53,2024-11-23,12:39:53,November 2024,Week 47,Travel,288.87,Travel expense,want
2024-11-24 14:36:19,2024-11-24,14:36:19,November 2024,Week 47,Rent,778.92,Rent expense,need
2024-11-26 09:17:18,2024-11-26,09:17:18,November 2024,Week 48,Transport,464.42,Transport expense,need
2024-11-26 16:34:09,2024-11-26,16:34:09,November 2024,Week 48,Transport,460.72,Transport expense,need
2024-11-27 02:02:29,2024-11-27,02:02:29,November 2024,Week 48,Food Delivery,15.57,Food Delivery expense,want
2024-11-27 19:22:04,2024-11-27,19:22:04,November 2024,Week 48,Utilities,222.97,Utilities expense,need
2024-11-28 04:06:45,2024-11-28,04:06:45,November 2024,Week 48,Food Delivery,10.1,Food Delivery expense,want
2024-11-28 13:42:46,2024-11-28,13:42:46,November 2024,Week 48,Shopping,248.09,Shopping expense,want
2024-11-30 00:31:45,2024-11-30,00:31:45,November 2024,Week 48,Transport,452.42,Transport expense,need
2024-11-30 01:51:16,2024-11-30,01:51:16,November 2024,Week 48,Dining Out,154.36,Dining Out expense,want
2024-12-01 04:40:14,2024-12-01,04:40:14,December 2024,Week 48,Subscriptions,48.32,Subscriptions expense,want
2024-12-01 12:13:26,2024-12-01,12:13:26,December 2024,Week 48,Rent,835.39,Rent expense,need
2024-12-01 20:37:25,2024-12-01,20:37:25,December 2024,Week 48,Entertainment,26.95,Entertainment expense,want
2024-12-01 21:27:07,2024-12-01,21:27:07,December 2024,Week 48,Utilities,133.2,Utilities expense,need
2024-12-02 00:01:52,2024-12-02,00:01:52,December 2024,Week 49,Subscriptions,40.6,Subscriptions expense,want
2024-12-02 14:58:53,2024-12-02,14:58:53,December 2024,Week 49,Healthcare,184.99,Healthcare expense,need
2024-12-03 02:03:09,2024-12-03,02:03:09,December 2024,Week 49,Transport,471.06,Transport expense,need
2024-12-03 14:34:53,2024-12-03,14:34:53,December 2024,Week 49,Healthcare,97.84,Healthcare expense,need
2024-12-06 03:44:11,2024-12-06,03:44:11,December 2024,Week 49,Dining Out,118.98,Dining Out expense,want
2024-12-06 10:50:00,2024-12-06,10:50:00,December 2024,Week 49,Subscriptions,49.81,Subscriptions expense,want
2024-12-06 14:03:01,2024-12-06,14:03:01,December 2024,Week 49,Rent,1472.49,Rent expense,need
2024-12-07 02:26:25,2024-12-07,02:26:25,December 2024,Week 49,Rent,795.96,Rent expense,need
2024-12-07 11:47:52,2024-12-07,11:47:52,December 2024,Week 49,Food Delivery,61.47,Food Delivery expense,want
2024-12-07 14:44:10,2024-12-07,14:44:10,December 2024,Week 49,Subscriptions,18.29,Subscriptions expense,want
2024-12-08 07:40:51,2024-12-08,07:40:51,December 2024,Week 49,Dining Out,105.17,Dining Out expense,want
2024-12-08 07:50:33,2024-12-08,07:50:33,December 2024,Week 49,Utilities,204.15,Utilities expense,need
2024-12-08 16:52:32,2024-12-08,16:52:32,December 2024,Week 49,Healthcare,255.35,Healthcare expense,need
2024-12-09 04:47:49,2024-12-09,04:47:49,December 2024,Week 50,Groceries,385.81,Groceries expense,need
2024-12-09 07:21:39,2024-12-09,07:21:39,December 2024,Week 50,Entertainment,157.93,Entertainment expense,want
2024-12-09 12:03:28,2024-12-09,12:03:28,December 2024,Week 50,Transport,437.81,Transport expense,need
2024-12-10 16:55:00,2024-12-10,16:55:00,December 2024,Week 50,Food Delivery,54.73,Food Delivery expense,want
2024-12-10 21:20:45,2024-12-10,21:20:45,December 2024,Week 50,Healthcare,142.03,Healthcare expense,need
2024-12-11 04:01:47,2024-12-11,04:01:47,December 2024,Week 50,Dining Out,76.22,Dining Out expense,want
2024-12-11 18:27:15,2024-12-11,18:27:15,December 2024,Week 50,Shopping,134.61,Shopping expense,want
2024-12-12 13:38:38,2024-12-12,13:38:38,December 2024,Week 50,Groceries,156.32,Groceries expense,need
2024-12-12 21:54:47,2024-12-12,21:54:47,December 2024,Week 50,Utilities,255.49,Utilities expense,need
2024-12-12 23:30:49,2024-12-12,23:30:49,December 2024,Week 50,Entertainment,124.11,Entertainment expense,want
2024-12-13 01:29:50,2024-12-13,01:29:50,December 2024,Week 50,Healthcare,283.27,Healthcare expense,need
2024-12-13 02:50:28,2024-12-13,02:50:28,December 2024,Week 50,Utilities,244.73,Utilities expense,need
2024-12-13 20:53:15,2024-12-13,20:53:15,December 2024,Week 50,Shopping,319.42,Shopping expense,want
2024-12-14 00:44:45,2024-12-14,00:44:45,December 2024,Week 50,Utilities,222.53,Utilities expense,need
2024-12-14 09:13:56,2024-12-14,09:13:56,December 2024,Week 50,Dining Out,96.51,Dining Out expense,want
2024-12-14 23:34:36,2024-12-14,23:34:36,December 2024,Week 50,Food Delivery,17.85,Food Delivery expense,want
2024-12-15 00:01:36,2024-12-15,00:01:36,December 2024,Week 50,Healthcare,34.84,Healthcare expense,need
2024-12-15 04:20:57,2024-12-15,04:20:57,December 2024,Week 50,Food Delivery,71.56,Food Delivery expense,want
2024-12-15 04:51:09,2024-12-15,04:51:09,December 2024,Week 50,Groceries,225.29,Groceries expense,need
